用户ID,平台ID,帖子ID,原文作者,作者ID,根微博作者,认证类型,粉丝数,微博数,信源级别,性别,精准地域
WB_母爱无疆9999萱堂大人,P_0,WB_202411231519_219,母爱无疆9999萱堂大人,7798498809, ,普通用户,392,15484.0,未定义,女,其他
WB_向日葵的幸福我有108,P_0,WB_202411231515_220,向日葵的幸福我有108,7797652864, ,普通用户,559,27334.0,未定义,女,其他
WB_婚嫁不是狗毛满屋999平行娃可爱,P_0,WB_202411231515_221,婚嫁不是狗毛满屋999平行娃可爱,7798290335, ,普通用户,71,18756.0,未定义,男,其他
WB_天降甘露多应时99和谐运行人生99,P_0,WB_202411231518_222,天降甘露多应时99和谐运行人生99,7818004904, ,普通用户,68,18393.0,未定义,女,其他
WB_天生丽质难自弃99一朝为国争光辉,P_0,WB_202411231518_223,天生丽质难自弃99一朝为国争光辉,7086018677, ,普通用户,23,12438.0,未定义,女,境外
WB_积德七分给你后人999,P_0,WB_202411231517_224,积德七分给你后人999,7797721459, ,普通用户,668,21120.0,未定义,女,其他
WB_积德七分给你后人999,P_0,WB_202411161418_225,积德七分给你后人999,7797721459, ,普通用户,668,21120.0,未定义,女,湖南省
WB_新尼尔斯幸福起来VV月亮走我也走,P_0,WB_202411231516_226,新尼尔斯幸福起来VV月亮走我也走,7420700190, ,普通用户,95,20622.0,未定义,男,其他
WB_修行即福分VVVV华人团结异彩纷呈,P_0,WB_202411161434_227,修行即福分VVVV华人团结异彩纷呈,7798097120, ,普通用户,119,17954.0,未定义,女,湖南省
WB_天降甘露多应时99和谐运行人生99,P_0,WB_202411161435_228,天降甘露多应时99和谐运行人生99,7818004904, ,普通用户,68,18393.0,未定义,女,湖南省
WB_修行即福分VVVV华人团结异彩纷呈,P_0,WB_202411160737_229,修行即福分VVVV华人团结异彩纷呈,7798097120, ,普通用户,119,17954.0,未定义,女,湖南省
WB_婚嫁不是狗毛满屋999平行娃可爱,P_0,WB_202411161433_230,婚嫁不是狗毛满屋999平行娃可爱,7798290335, ,普通用户,71,18756.0,未定义,男,湖南省
WB_积德七分给你后人999,P_0,WB_202411160736_231,积德七分给你后人999,7797721459, ,普通用户,668,21120.0,未定义,女,湖南省
WB_母爱无疆9999萱堂大人,P_0,WB_202411160739_232,母爱无疆9999萱堂大人,7798498809, ,普通用户,392,15484.0,未定义,女,湖南省
WB_天降甘露多应时99和谐运行人生99,P_0,WB_202411160737_233,天降甘露多应时99和谐运行人生99,7818004904, ,普通用户,68,18393.0,未定义,女,湖南省
WB_新尼尔斯幸福起来VV月亮走我也走,P_0,WB_202411161417_234,新尼尔斯幸福起来VV月亮走我也走,7420700190, ,普通用户,95,20622.0,未定义,男,湖南省
WB_天降甘露多应时99和谐运行人生99,P_0,WB_202411161419_235,天降甘露多应时99和谐运行人生99,7818004904, ,普通用户,68,18393.0,未定义,女,湖南省
WB_母爱无疆9999萱堂大人,P_0,WB_202411161421_236,母爱无疆9999萱堂大人,7798498809, ,普通用户,392,15484.0,未定义,女,湖南省
JRTT_悦来越有钱,P_3,JRTT_202411230151_237,悦来越有钱,2848150453492564, ,普通用户,0,0.0,商业,无,四川省
WB_天生丽质难自弃99一朝为国争光辉,P_0,WB_202411161435_238,天生丽质难自弃99一朝为国争光辉,7086018677, ,普通用户,23,12438.0,未定义,女,湖南省
WB_积德七分给你后人999,P_0,WB_202411161434_239,积德七分给你后人999,7797721459, ,普通用户,668,21120.0,未定义,女,湖南省
WB_知书达礼谓之幸福99圣骑士之招聘,P_0,WB_202411161425_240,知书达礼谓之幸福99圣骑士之招聘,2442460641, ,个人认证-达人,2786,193504.0,未定义,女,湖南省
WB_向日葵的幸福我有108,P_0,WB_202411160732_241,向日葵的幸福我有108,7797652864, ,普通用户,559,27334.0,未定义,女,湖南省
WB_婚嫁不是狗毛满屋999平行娃可爱,P_0,WB_202411160734_242,婚嫁不是狗毛满屋999平行娃可爱,7798290335, ,普通用户,71,18756.0,未定义,男,湖南省
WB_向日葵的幸福我有108,P_0,WB_202411161432_243,向日葵的幸福我有108,7797652864, ,普通用户,559,27334.0,未定义,女,湖南省
WB_新尼尔斯幸福起来VV月亮走我也走,P_0,WB_202411161433_244,新尼尔斯幸福起来VV月亮走我也走,7420700190, ,普通用户,95,20622.0,未定义,男,湖南省
JRTT_小茹,P_3,JRTT_202411241540_245,小茹,3180211802479119, ,普通用户,0,,商业,无,内蒙古自治区
WB_知书达礼谓之幸福99圣骑士之招聘,P_0,WB_202411161430_246,知书达礼谓之幸福99圣骑士之招聘,2442460641, ,个人认证-达人,2786,193504.0,未定义,女,湖南省
WB_修行即福分VVVV华人团结异彩纷呈,P_0,WB_202411161418_247,修行即福分VVVV华人团结异彩纷呈,7798097120, ,普通用户,119,17954.0,未定义,女,湖南省
WB_向日葵的幸福我有108,P_0,WB_202411161416_248,向日葵的幸福我有108,7797652864, ,普通用户,559,27334.0,未定义,女,湖南省
WB_天生丽质难自弃99一朝为国争光辉,P_0,WB_202411160738_249,天生丽质难自弃99一朝为国争光辉,7086018677, ,普通用户,23,12438.0,未定义,女,湖南省
WB_母爱无疆9999萱堂大人,P_0,WB_202411161436_250,母爱无疆9999萱堂大人,7798498809, ,普通用户,392,15484.0,未定义,女,湖南省
DY_?????滟??色????凉城?,P_2,DY_202411200057_251,?????滟??色????凉城?,xuezcm2024iu, ,普通用户,4986,1333.0,商业,无,天津市
WB_婚嫁不是狗毛满屋999平行娃可爱,P_0,WB_202411161416_252,婚嫁不是狗毛满屋999平行娃可爱,7798290335, ,普通用户,71,18756.0,未定义,男,湖南省
DY_廖老二,P_2,DY_202411160709_253,廖老二,1853963677, ,普通用户,1140,1098.0,商业,无,云南省
WB_新尼尔斯幸福起来VV月亮走我也走,P_0,WB_202411160735_254,新尼尔斯幸福起来VV月亮走我也走,7420700190, ,普通用户,95,20622.0,未定义,男,湖南省
WB_知书达礼谓之幸福99圣骑士之招聘,P_0,WB_202411161414_255,知书达礼谓之幸福99圣骑士之招聘,2442460641, ,个人认证-达人,2786,193504.0,未定义,女,湖南省
WB_财卉紫,P_0,WB_202411202111_256,财卉紫,7712432401, ,普通用户,1069,80.0,未定义,女,其他
DY_落轻颜,P_2,DY_202411180702_257,落轻颜,43515632420, ,普通用户,940,1131.0,商业,无,其他
WB_积德七分给你后人999,P_0,WB_202411181037_259,积德七分给你后人999,7797721459, ,普通用户,668,21120.0,未定义,女,湖南省
WB_母爱无疆9999萱堂大人,P_0,WB_202411180938_260,母爱无疆9999萱堂大人,7798498809, ,普通用户,392,15484.0,未定义,女,湖南省
WB_积德七分给你后人999,P_0,WB_202411180935_261,积德七分给你后人999,7797721459, ,普通用户,668,21120.0,未定义,女,湖南省
WB_修行即福分VVVV华人团结异彩纷呈,P_0,WB_202411180936_262,修行即福分VVVV华人团结异彩纷呈,7798097120, ,普通用户,119,17954.0,未定义,女,湖南省
WB_天降甘露多应时99和谐运行人生99,P_0,WB_202411180937_263,天降甘露多应时99和谐运行人生99,7818004904, ,普通用户,68,18393.0,未定义,女,湖南省
WB_修行即福分VVVV华人团结异彩纷呈,P_0,WB_202411181038_264,修行即福分VVVV华人团结异彩纷呈,7798097120, ,普通用户,119,17954.0,未定义,女,湖南省
JRTT_井普椿的独白,P_3,JRTT_202406140931_265,井普椿的独白,594163259943214, , ,30000,31.0,未定义,无,广西壮族自治区
DY_故言君若书,P_2,DY_202406142247_266,故言君若书,623593046, ,普通用户,53,78.0,未定义,无,其他
JRTT_是小程吖,P_3,JRTT_202406132130_269,是小程吖,2228047614064032, , ,0,0.0,未定义,无,广西壮族自治区
JRTT_周明轩,P_3,JRTT_202406151641_270,周明轩,3916901769022713, ,普通用户,0,0.0,未定义,无,上海市
JRTT_大管家,P_3,JRTT_202406131806_271,大管家,3054870535614484, ,普通用户,0,0.0,未定义,无,广西壮族自治区
JRTT_正直星星9i,P_3,JRTT_202406142146_272,正直星星9i,4221718455649054, , ,0,0.0,未定义,无,广西壮族自治区
JRTT_乐乐爱看书,P_3,JRTT_202406122210_273,乐乐爱看书,2082901429595924, , ,0,,未定义,无,其他
KS_佳美Ya.,P_6,KS_202406141810_274,佳美Ya.,3xc6bj6dfjj2522, ,普通用户,0,,未定义,无,内蒙古自治区
JRTT_舞出人生,P_3,JRTT_202406181026_276,舞出人生,103561139695, ,普通用户,1393,0.0,未定义,无,新疆维吾尔自治区
JRTT_梦幻彩色,P_3,JRTT_202406130704_277,梦幻彩色,2010328732534136,一案一论, ,0,0.0,未定义,无,黑龙江省
JRTT_博学豆花lL,P_3,JRTT_202406181757_278,博学豆花lL,594161781450199, , ,0,0.0,未定义,无,广西壮族自治区
JRTT_乖巧书签lc,P_3,JRTT_202406112122_279,乖巧书签lc,17182642930743,楼阁说, ,36,1.0,未定义,无,浙江省
JRTT_楼阁说,P_3,JRTT_202406111355_280,楼阁说,284118899752990, ,普通用户,0,0.0,未定义,无,浙江省
JRTT_重案讲说人,P_3,JRTT_202406140736_281,重案讲说人,110842903869, ,个人加V认证,432000,787.0,未定义,无,云南省
WB_WOMEN自救指南,P_0,WB_202406131819_282,WOMEN自救指南,6440121901, ,普通用户,71575,907.0,未定义,女,其他
JRTT_大嘴聊娱,P_3,JRTT_202406090632_283,大嘴聊娱,3877291337741732, ,普通用户,0,0.0,未定义,无,台湾省
JRTT_诗梦花间,P_3,JRTT_202406142020_284,诗梦花间,3485904892073508, , ,0,0.0,未定义,无,广西壮族自治区
WB_众合法硕教育,P_0,WB_202406111516_285,众合法硕教育,6041271617, ,企业认证,374849,18876.0,未定义,男,北京市
JRTT_毛桃吧唧嘴,P_3,JRTT_202406130832_286,毛桃吧唧嘴,760480300019947, ,普通用户,0,0.0,未定义,无,浙江省
JRTT_柒东谏史,P_3,JRTT_202406132303_287,柒东谏史,4055436950523671, , ,80689,206.0,未定义,无,广西壮族自治区
WB_柯威廉William,P_0,WB_202406181820_288,柯威廉William,6661062979,FuckFeminazi,个人认证-橙V,144134,17738.0,未定义,男,云南省
JRTT_萨沙,P_3,JRTT_202406092242_289,萨沙,6791693135, ,个人加V认证,932000,14941.0,未定义,无,境外
JRTT_得福得福,P_3,JRTT_202406162226_290,得福得福,109616586034,一案一论, ,36,122.0,未定义,无,黑龙江省
XHS_法律小卫士,P_4,XHS_202406091548_291,法律小卫士,10929231647, ,普通用户,1,0.0,未定义,无,浙江省
JRTT_撅柿糕手,P_3,JRTT_202406182008_292,撅柿糕手,3161792568637821, ,普通用户,0,0.0,未定义,无,北京市
JRTT_风林野史,P_3,JRTT_202406181441_293,风林野史,242342187505483, ,普通用户,0,0.0,未定义,无,云南省
JRTT_平安开心是福气,P_3,JRTT_202406160935_294,平安开心是福气,1928960330434525, ,普通用户,0,0.0,未定义,无,河南省
JRTT_博学多橘子剪辑,P_3,JRTT_202406161313_295,博学多橘子剪辑,3936728141282619, , ,0,0.0,未定义,无,内蒙古自治区
WYXW_五月读书汇,P_1,WYXW_202406160639_296,五月读书汇, , ,1000101,23933,,未定义,无,四川省
JRTT_民生论谈,P_3,JRTT_202406161721_297,民生论谈,2096107014067823,张晓磊, ,0,0.0,未定义,无,内蒙古自治区
WB_Wb雪域晴空,P_0,WB_202406160847_298,Wb雪域晴空,6475127799,蒙冤的体育老师,普通用户,271,52391.0,未定义,男,浙江省
JRTT_科技前沿站,P_3,JRTT_202406161121_299,科技前沿站,4468834301922439, , ,0,0.0,未定义,无,广西壮族自治区
WB_清水河的部长,P_0,WB_202406111555_300,清水河的部长,7624721185,众合法硕教育,普通用户,4,25.0,未定义,男,北京市
JRTT_忆苦思甜河岸,P_3,JRTT_202406131542_301,忆苦思甜河岸,592009468318176, , ,0,0.0,未定义,无,湖南省
JRTT_面条SY,P_3,JRTT_202406152238_302,面条SY,405039665650991,重案讲说, ,0,0.0,未定义,无,云南省
JRTT_羊洋健生倡导,P_3,JRTT_202406162117_303,羊洋健生倡导,71616620768,一案一论, ,8994,2894.0,未定义,无,黑龙江省
WB_小忎,P_0,WB_202406150840_304,小忎,1042054474, ,个人认证-橙V,31443,8016.0,未定义,女,内蒙古自治区
JRTT_小三科普官,P_3,JRTT_202406102320_305,小三科普官,1196724465173758, , ,200480,215.0,未定义,无,江苏省
JRTT_陈二建有话说,P_3,JRTT_202406111630_307,陈二建有话说,1446601203130516, ,普通用户,5,16.0,未定义,无,其他
JRTT_小D,P_3,JRTT_202406091758_310,小D,1841035521042073, ,普通用户,0,0.0,未定义,无,山东省
VX_夜暗心明x,P_5,VX_202406110000_314,夜暗心明x,gh_e2ee3bc9809f, , ,0,,未定义,无,上海市
JRTT_用户7452344416561,P_3,JRTT_202406140212_315,用户7452344416561,74420905579485, ,普通用户,0,0.0,未定义,无,山西省
WB_FxxkFeminazi,P_0,WB_202406181745_316,FxxkFeminazi,7719975170, ,普通用户,2661,18627.0,未定义,男,云南省
JRTT_宁静讲情感,P_3,JRTT_202406111346_317,宁静讲情感,3268194084852647, ,普通用户,0,0.0,未定义,无,其他
WYXW_玲说百态味,P_1,WYXW_202406120555_318,玲说百态味, , , ,0,,未定义,无,台湾省
JRTT_弄潮时代,P_3,JRTT_202406140113_319,弄潮时代,6018108613, , ,232000,409.0,未定义,无,广西壮族自治区
DY_瓅心,P_2,DY_202406030843_321,瓅心,51883208691, ,普通用户,1417,288.0,未定义,无,陕西省
KS_世俱赛,P_6,KS_202405301513_322,世俱赛,3xc4jh2fnbcr7fw, ,普通用户,0,0.0,未定义,无,山西省
XHS_考拉,P_4,XHS_202406011515_324,考拉,786105965, ,普通用户,1700,0.0,未定义,无,江苏省
JRTT_得李不饶人,P_3,JRTT_202406042103_325,得李不饶人,523803122476419, , ,0,0.0,未定义,无,江苏省
JRTT_筱晓的世界观,P_3,JRTT_202406081032_326,筱晓的世界观,215975292043527, ,普通用户,0,0.0,未定义,无,香港特别行政区
JRTT_德行天下梦由乡情,P_3,JRTT_202406020759_327,德行天下梦由乡情,65530362847,桃雾, ,276,1633.0,未定义,无,北京市
WYXW_草根游钓呀,P_1,WYXW_202405310640_329,草根游钓呀, , , ,0,,未定义,无,重庆市
JRTT_桃子西,P_3,JRTT_202406021831_331,桃子西,886627901127817, , ,0,0.0,未定义,无,内蒙古自治区
JRTT_关内侯侃西论,P_3,JRTT_202405301715_332,关内侯侃西论,2802004545510526, , ,0,0.0,未定义,无,江苏省
WYXW_娱乐的小灶,P_1,WYXW_202406022144_333,娱乐的小灶, , ,1000101,19938,,未定义,无,台湾省
JRTT_贺绪云,P_3,JRTT_202406041748_334,贺绪云,1058161980611344, , ,0,0.0,未定义,无,江苏省
WB_众合法硕教育,P_0,WB_202406012052_335,众合法硕教育,6041271617,众合法硕教育,企业认证,374849,18876.0,未定义,男,北京市
WB_-常念君,P_0,WB_202406041048_336,-常念君,1748164684,请勿随地大小爹,普通用户,708,16347.0,未定义,女,四川省
JRTT_河山主人,P_3,JRTT_202406040306_337,河山主人,5345993211,文史旺旺, ,356,255.0,未定义,无,其他
WB_跑马拉松的刺猬,P_0,WB_202406042238_338,跑马拉松的刺猬,5519124882,请勿随地大小爹,普通用户,4,301.0,未定义,女,四川省
JRTT_满洲第一强勇巴图鲁,P_3,JRTT_202406010523_339,满洲第一强勇巴图鲁,2153257769903764, ,普通用户,2488,0.0,未定义,无,上海市
VX_令人战栗的腥闻,P_5,VX_202406042048_340,令人战栗的腥闻,gh_010a43ec3ce7, , ,0,,未定义,无,河北省
WB_ThailandFans,P_0,WB_202406041618_341,ThailandFans,6410460183, ,个人认证-橙V,431,694.0,未定义,男,其他
WB_ThailandFans,P_0,WB_202406041618_342,ThailandFans,6410460183, ,个人认证-橙V,431,694.0,未定义,男,其他
WB_ThailandFans,P_0,WB_202406041618_343,ThailandFans,6410460183, ,个人认证-橙V,431,694.0,未定义,男,其他
WB_ThailandFans,P_0,WB_202406041618_344,ThailandFans,6410460183, ,个人认证-橙V,431,694.0,未定义,男,其他
WB_ThailandFans,P_0,WB_202406041618_345,ThailandFans,6410460183, ,个人认证-橙V,431,694.0,未定义,男,其他
JRTT_三月说历史,P_3,JRTT_202406051428_346,三月说历史,1834450439111343, ,普通用户,0,0.0,未定义,无,台湾省
KS_善缘阁??丹姐,P_6,KS_202405300157_347,善缘阁??丹姐,3xnhdtk7z6gx479, ,普通用户,0,927.0,未定义,无,内蒙古自治区
WB_小忎,P_0,WB_202406061001_348,小忎,1042054474, ,个人认证-橙V,31443,8016.0,未定义,女,内蒙古自治区
WB_恨春水,P_0,WB_202406031239_349,恨春水,5878751117,请勿随地大小爹,普通用户,348,2089.0,未定义,女,四川省
JRTT_热闹暖阳V9M,P_3,JRTT_202406051952_350,热闹暖阳V9M,767929240533291, , ,0,0.0,未定义,无,河南省
JRTT_淡泊的明月5Z,P_3,JRTT_202406050718_351,淡泊的明月5Z,3861941592009284,关内侯侃西论, ,0,0.0,未定义,无,山东省
JRTT_九千七,P_3,JRTT_202406080941_352,九千七,2010321857293815, , ,0,0.0,未定义,无,上海市
JRTT_谈天说地聊八卦,P_3,JRTT_202406060007_353,谈天说地聊八卦,4222593885021159, , ,0,0.0,未定义,无,上海市
DY_用户3181925828795,P_2,DY_202405311306_355,用户3181925828795,68910928617, ,普通用户,218,13.0,未定义,无,内蒙古自治区
WB_星河大黑猫,P_0,WB_202406021659_356,星河大黑猫,7837271992,请勿随地大小爹,普通用户,43,7388.0,未定义,女,四川省
WB_xjenxjanzichensjcjsnsoahduebdj,P_0,WB_202406021619_357,xjenxjanzichensjcjsnsoahduebdj,6357331333,请勿随地大小爹,普通用户,75,1167.0,未定义,女,四川省
WB_章然丶,P_0,WB_202406021548_358,章然丶,5703035208,请勿随地大小爹,个人认证-橙V,101798,1148.0,未定义,女,四川省
WB_NVgyitfcvg,P_0,WB_202406021616_359,NVgyitfcvg,7710704988,请勿随地大小爹,普通用户,483,6104.0,未定义,女,四川省
WB_进击的呱呱蛙,P_0,WB_202406021649_360,进击的呱呱蛙,5268029150,请勿随地大小爹,普通用户,126,6253.0,未定义,女,四川省
DY_云陆之舍,P_2,DY_202406022234_361,云陆之舍,1026916016, ,普通用户,162,1.0,未定义,无,山东省
WB_众合法硕教育,P_0,WB_202405311825_362,众合法硕教育,6041271617, ,企业认证,374849,18876.0,未定义,男,北京市
WYXW_轻松一刻,P_1,WYXW_202406011423_363,轻松一刻, , , ,0,,未定义,无,上海市
WYXW_举报,P_1,WYXW_202406011423_364,举报, , , ,0,,商业,无,上海市
DY_7577 757,P_2,DY_202404101944_367,7577 757,56588832178, ,普通用户,946,994.0,未定义,无,其他
JRTT_晴姐姐说情感,P_3,JRTT_202404192353_368,晴姐姐说情感,4111792735268014, ,普通用户,2679,2023.0,未定义,无,河南省
JRTT_巷北楠猫,P_3,JRTT_202404191342_369,巷北楠猫,2960338859081244, ,普通用户,0,0.0,未定义,无,山东省
KS_勾勾鸡,P_6,KS_202404151516_370,勾勾鸡,3xww5n9gfaz38ig, ,普通用户,0,0.0,未定义,无,江西省
WYXW_起喜电影,P_1,WYXW_202404142152_371,起喜电影, , ,1000101,10509,2830.0,未定义,无,内蒙古自治区
JRTT_摩羯姐姐he,P_3,JRTT_202404142154_374,摩羯姐姐he,102843905437, , ,0,,未定义,无,甘肃省
JRTT_独立鱼,P_3,JRTT_202404100934_375,独立鱼,3598883388, ,个人加V认证,692469,6415.0,未定义,无,江苏省
JRTT_外婆讲故事,P_3,JRTT_202404121303_376,外婆讲故事,110931675467, ,普通用户,0,0.0,未定义,无,内蒙古自治区
JRTT_星辰说事,P_3,JRTT_202404161621_377,星辰说事,1436441752908763, , ,0,,未定义,无,浙江省
JRTT_天天故事会123,P_3,JRTT_202404111321_378,天天故事会123,109596498943, , ,0,,未定义,无,内蒙古自治区
JRTT_五原县人民检察院,P_3,JRTT_202404152243_379,五原县人民检察院,5557688271, ,组织加V认证,1511,2688.0,地市,无,安徽省
DY_??五星燃剪·张纯如,P_2,DY_202404101429_380,??五星燃剪·张纯如,mXm2024331, ,普通用户,3879,36.0,未定义,无,江苏省
